Order_ID,Order_Date,Category,Sub_Category,Region,Segment,Sales,Quantity,Profit,Discount
ORD-002137,2020-07-18,Technology,Computers,West,Home Office,1692.11,2,312.24,0.0
ORD-002138,2020-07-18,Office Supplies,Binders,West,Consumer,382.76,2,93.52,0.1
ORD-002139,2020-07-18,Furniture,Tables,Central,Corporate,1237.17,5,334.05,0.15
ORD-002140,2020-07-18,Office Supplies,Binders,Central,Consumer,379.67,6,124.3,0.15
ORD-002141,2020-07-18,Furniture,Chairs,West,Home Office,382.81,9,70.84,0.0
ORD-002142,2020-07-18,Office Supplies,Binders,Central,Corporate,62.54,1,17.95,0.0
ORD-002143,2020-07-18,Furniture,Chairs,Central,Corporate,272.18,2,49.54,0.15
ORD-002144,2020-07-19,Furniture,Bookcases,East,Home Office,1090.02,1,292.06,0.0
ORD-002145,2020-07-19,Technology,Accessories,South,Corporate,1074.25,3,116.76,0.0
ORD-002146,2020-07-19,Office Supplies,Paper,West,Home Office,440.16,4,71.22,0.2
ORD-002147,2020-07-19,Technology,Computers,Central,Corporate,701.44,6,91.76,0.15
ORD-002148,2020-07-19,Furniture,Tables,Central,Consumer,69.6,6,7.6,0.0
ORD-002149,2020-07-19,Office Supplies,Binders,South,Home Office,99.38,6,30.25,0.0
ORD-002150,2020-07-20,Technology,Computers,East,Corporate,139.34,1,37.74,0.1
ORD-002151,2020-07-20,Office Supplies,Binders,Central,Corporate,136.16,2,34.93,0.0
ORD-002152,2020-07-20,Technology,Accessories,East,Consumer,1604.58,1,455.9,0.15
ORD-002153,2020-07-20,Office Supplies,Binders,Central,Consumer,443.46,6,66.31,0.0
ORD-002154,2020-07-20,Office Supplies,Binders,East,Consumer,368.54,8,84.98,0.0
ORD-002155,2020-07-20,Furniture,Chairs,Central,Home Office,613.16,2,80.15,0.0
ORD-002156,2020-07-20,Furniture,Bookcases,South,Home Office,755.94,7,224.14,0.1
ORD-002157,2020-07-20,Office Supplies,Paper,South,Home Office,123.19,3,16.27,0.0
ORD-002158,2020-07-20,Furniture,Tables,Central,Home Office,538.9,8,95.55,0.1
ORD-002159,2020-07-20,Office Supplies,Paper,South,Corporate,461.86,7,84.44,0.0
ORD-002160,2020-07-20,Technology,Phones,South,Home Office,1112.16,4,224.73,0.0
ORD-002161,2020-07-20,Office Supplies,Paper,Central,Home Office,413.87,9,51.35,0.0
ORD-002162,2020-07-20,Technology,Computers,South,Home Office,947.49,5,260.32,0.0
ORD-002163,2020-07-20,Furniture,Bookcases,Central,Consumer,152.65,1,49.89,0.0
ORD-002164,2020-07-21,Office Supplies,Paper,West,Corporate,118.35,8,34.04,0.0
ORD-002165,2020-07-21,Technology,Phones,Central,Consumer,1278.1,3,213.3,0.0
ORD-002166,2020-07-21,Office Supplies,Binders,Central,Consumer,358.75,7,61.33,0.0
ORD-002167,2020-07-21,Office Supplies,Paper,East,Home Office,399.23,3,124.03,0.0
ORD-002168,2020-07-21,Office Supplies,Binders,West,Home Office,467.5,9,122.78,0.0
ORD-002169,2020-07-21,Furniture,Chairs,West,Home Office,1457.58,5,335.39,0.0
ORD-002170,2020-07-21,Office Supplies,Pens,Central,Consumer,412.09,8,114.07,0.0
ORD-002171,2020-07-21,Furniture,Chairs,South,Home Office,697.53,7,102.85,0.15
ORD-002172,2020-07-21,Technology,Accessories,East,Home Office,1981.64,1,302.63,0.0
ORD-002173,2020-07-21,Furniture,Chairs,Central,Corporate,329.13,9,56.44,0.15
ORD-002174,2020-07-21,Office Supplies,Paper,South,Home Office,312.25,7,101.03,0.0
ORD-002175,2020-07-21,Technology,Phones,East,Consumer,798.15,7,151.84,0.1
ORD-002176,2020-07-22,Furniture,Bookcases,West,Corporate,1511.1,3,330.06,0.1
ORD-002177,2020-07-22,Technology,Phones,South,Corporate,1488.38,2,256.9,0.0
ORD-002178,2020-07-22,Technology,Phones,West,Home Office,2021.82,3,467.68,0.1
ORD-002179,2020-07-22,Furniture,Tables,South,Corporate,1181.54,4,150.41,0.0
ORD-002180,2020-07-22,Office Supplies,Binders,Central,Consumer,158.12,3,20.18,0.15
ORD-002181,2020-07-22,Office Supplies,Binders,Central,Consumer,10.54,1,2.72,0.0
ORD-002182,2020-07-22,Office Supplies,Binders,South,Home Office,176.08,1,26.88,0.0
ORD-002183,2020-07-22,Office Supplies,Pens,West,Consumer,297.35,5,90.88,0.0
ORD-002184,2020-07-22,Office Supplies,Pens,West,Corporate,105.96,8,14.48,0.2
ORD-002185,2020-07-22,Furniture,Bookcases,East,Corporate,203.19,4,24.28,0.0
ORD-002186,2020-07-22,Office Supplies,Pens,West,Home Office,113.35,1,37.3,0.0
ORD-002187,2020-07-22,Office Supplies,Paper,East,Home Office,511.1,1,139.78,0.0
ORD-002188,2020-07-22,Office Supplies,Paper,Central,Corporate,304.55,8,64.15,0.1
ORD-002189,2020-07-22,Office Supplies,Paper,West,Home Office,343.94,5,62.8,0.0
ORD-002190,2020-07-22,Office Supplies,Binders,East,Corporate,43.28,1,9.62,0.0
ORD-002191,2020-07-22,Office Supplies,Binders,West,Corporate,174.25,1,50.9,0.0
ORD-002192,2020-07-22,Office Supplies,Binders,West,Corporate,79.26,9,16.49,0.0
ORD-002193,2020-07-22,Furniture,Chairs,East,Consumer,946.36,6,233.16,0.0
ORD-002194,2020-07-23,Technology,Computers,Central,Consumer,1134.97,5,135.43,0.0
ORD-002195,2020-07-23,Technology,Accessories,East,Consumer,917.22,1,316.66,0.1
ORD-002196,2020-07-23,Furniture,Chairs,South,Home Office,639.46,6,76.81,0.0
ORD-002197,2020-07-23,Furniture,Bookcases,West,Home Office,1451.05,9,159.18,0.2
ORD-002198,2020-07-23,Technology,Phones,South,Home Office,395.04,6,119.69,0.15
ORD-002199,2020-07-23,Office Supplies,Binders,Central,Home Office,45.95,1,11.67,0.0
ORD-002200,2020-07-23,Office Supplies,Paper,South,Consumer,19.71,7,2.27,0.0
ORD-002201,2020-07-23,Office Supplies,Binders,East,Corporate,244.25,7,50.89,0.0
ORD-002202,2020-07-23,Office Supplies,Paper,Central,Home Office,362.57,1,36.41,0.0
ORD-002203,2020-07-23,Technology,Computers,Central,Consumer,1880.69,2,410.32,0.0
ORD-002204,2020-07-23,Technology,Accessories,Central,Home Office,1426.15,3,392.25,0.1
ORD-002205,2020-07-23,Office Supplies,Pens,East,Home Office,219.48,9,64.18,0.0
ORD-002206,2020-07-23,Technology,Accessories,West,Corporate,1272.95,5,436.91,0.0
ORD-002207,2020-07-23,Furniture,Tables,West,Home Office,579.98,2,139.33,0.0
ORD-002208,2020-07-23,Furniture,Chairs,West,Corporate,427.36,2,118.04,0.0
ORD-002209,2020-07-23,Office Supplies,Pens,West,Consumer,68.6,5,15.33,0.1
ORD-002210,2020-07-23,Furniture,Tables,East,Home Office,242.29,3,63.36,0.0
ORD-002211,2020-07-23,Technology,Computers,West,Consumer,191.87,6,22.61,0.0
ORD-002212,2020-07-23,Furniture,Chairs,South,Consumer,243.38,4,80.22,0.1
ORD-002213,2020-07-24,Furniture,Chairs,West,Corporate,326.09,8,98.24,0.1
ORD-002214,2020-07-24,Office Supplies,Paper,Central,Consumer,212.19,2,44.46,0.1
ORD-002215,2020-07-24,Furniture,Bookcases,West,Home Office,268.43,3,74.48,0.1
ORD-002216,2020-07-24,Office Supplies,Binders,East,Consumer,365.69,2,101.01,0.0
ORD-002217,2020-07-24,Furniture,Bookcases,Central,Corporate,260.75,5,74.35,0.0
ORD-002218,2020-07-24,Technology,Accessories,Central,Corporate,1659.33,6,575.62,0.0
ORD-002219,2020-07-24,Technology,Computers,East,Home Office,2058.26,1,417.23,0.0
ORD-002220,2020-07-24,Office Supplies,Pens,Central,Corporate,130.89,7,15.22,0.1
ORD-002221,2020-07-24,Office Supplies,Binders,South,Home Office,35.36,8,6.88,0.15
ORD-002222,2020-07-24,Office Supplies,Binders,East,Consumer,466.52,3,49.88,0.0
ORD-002223,2020-07-24,Furniture,Chairs,East,Home Office,1107.95,4,167.27,0.0
ORD-002224,2020-07-24,Technology,Accessories,Central,Home Office,1982.98,3,423.88,0.0
ORD-002225,2020-07-24,Furniture,Tables,West,Consumer,196.46,8,60.33,0.0
ORD-002226,2020-07-24,Furniture,Bookcases,Central,Corporate,777.38,8,263.39,0.0
ORD-002227,2020-07-24,Furniture,Chairs,Central,Home Office,717.95,3,103.27,0.0
ORD-002228,2020-07-24,Furniture,Bookcases,South,Corporate,317.22,7,48.29,0.15
ORD-002229,2020-07-24,Technology,Phones,Central,Home Office,728.04,6,241.82,0.2
ORD-002230,2020-07-24,Furniture,Tables,South,Home Office,157.44,1,54.24,0.1
ORD-002231,2020-07-25,Office Supplies,Paper,South,Consumer,125.21,5,32.19,0.1
ORD-002232,2020-07-25,Office Supplies,Paper,South,Consumer,229.94,1,57.11,0.0
ORD-002233,2020-07-25,Office Supplies,Pens,South,Consumer,64.87,8,16.31,0.2
ORD-002234,2020-07-25,Technology,Accessories,Central,Consumer,1381.73,9,392.28,0.1
ORD-002235,2020-07-25,Technology,Phones,West,Consumer,1413.05,8,246.63,0.0
ORD-002236,2020-07-25,Office Supplies,Paper,Central,Corporate,72.75,7,21.94,0.0
ORD-002237,2020-07-25,Office Supplies,Pens,Central,Home Office,501.78,7,169.47,0.15
ORD-002238,2020-07-25,Furniture,Bookcases,Central,Consumer,1246.23,4,418.84,0.0
ORD-002239,2020-07-25,Office Supplies,Pens,South,Consumer,142.9,2,26.04,0.15
ORD-002240,2020-07-25,Furniture,Tables,South,Home Office,1329.63,2,284.71,0.0
ORD-002241,2020-07-25,Office Supplies,Paper,Central,Corporate,482.46,2,142.93,0.0
ORD-002242,2020-07-26,Technology,Computers,South,Corporate,199.73,7,23.64,0.0
ORD-002243,2020-07-26,Furniture,Bookcases,West,Consumer,1434.99,5,237.55,0.0
ORD-002244,2020-07-26,Office Supplies,Binders,West,Corporate,464.6,3,52.22,0.0
ORD-002245,2020-07-26,Furniture,Chairs,West,Home Office,1286.16,5,228.93,0.15
ORD-002246,2020-07-26,Furniture,Chairs,East,Corporate,116.8,6,22.31,0.0
ORD-002247,2020-07-26,Office Supplies,Paper,East,Consumer,252.16,7,79.46,0.0
ORD-002248,2020-07-26,Office Supplies,Pens,West,Home Office,184.27,2,59.26,0.0
ORD-002249,2020-07-26,Furniture,Tables,Central,Home Office,1350.09,9,254.34,0.1
ORD-002250,2020-07-26,Furniture,Tables,East,Home Office,1215.14,3,268.2,0.0
ORD-002251,2020-07-26,Technology,Computers,Central,Corporate,1207.47,9,283.25,0.1
ORD-002252,2020-07-26,Furniture,Tables,East,Corporate,657.0,8,229.01,0.0
ORD-002253,2020-07-27,Furniture,Bookcases,Central,Consumer,843.92,7,114.45,0.1
ORD-002254,2020-07-27,Furniture,Tables,West,Corporate,886.1,7,234.7,0.0
ORD-002255,2020-07-27,Furniture,Bookcases,West,Home Office,517.43,1,177.01,0.1
ORD-002256,2020-07-27,Office Supplies,Binders,Central,Corporate,252.06,6,46.35,0.0
ORD-002257,2020-07-27,Technology,Accessories,East,Consumer,1315.81,5,241.73,0.15
ORD-002258,2020-07-27,Office Supplies,Binders,East,Consumer,228.49,4,45.69,0.0
ORD-002259,2020-07-27,Technology,Computers,Central,Home Office,155.48,1,40.06,0.15
ORD-002260,2020-07-27,Office Supplies,Binders,East,Corporate,128.53,2,40.45,0.0
ORD-002261,2020-07-27,Office Supplies,Binders,South,Consumer,35.85,3,6.11,0.1
ORD-002262,2020-07-27,Furniture,Bookcases,Central,Consumer,533.99,9,155.67,0.0
ORD-002263,2020-07-27,Technology,Phones,East,Corporate,578.64,5,183.72,0.1
ORD-002264,2020-07-27,Office Supplies,Pens,South,Consumer,489.85,5,145.19,0.15
ORD-002265,2020-07-28,Technology,Phones,West,Consumer,645.66,2,115.22,0.0
ORD-002266,2020-07-28,Office Supplies,Paper,Central,Consumer,464.6,2,106.41,0.0
ORD-002267,2020-07-28,Technology,Accessories,Central,Corporate,859.55,8,278.97,0.0
ORD-002268,2020-07-28,Office Supplies,Binders,West,Home Office,306.25,8,31.3,0.0
ORD-002269,2020-07-28,Furniture,Bookcases,East,Consumer,186.76,1,54.53,0.15
ORD-002270,2020-07-28,Technology,Accessories,South,Consumer,341.76,6,100.75,0.0
ORD-002271,2020-07-28,Furniture,Chairs,East,Corporate,187.79,4,46.61,0.15
ORD-002272,2020-07-28,Furniture,Bookcases,Central,Corporate,1549.86,4,292.51,0.2
ORD-002273,2020-07-28,Furniture,Bookcases,South,Home Office,841.28,2,121.9,0.0
ORD-002274,2020-07-28,Office Supplies,Paper,South,Consumer,220.72,4,60.66,0.0
ORD-002275,2020-07-28,Furniture,Bookcases,Central,Corporate,1303.77,8,178.97,0.2
ORD-002276,2020-07-28,Office Supplies,Pens,Central,Home Office,437.15,2,56.48,0.0
ORD-002277,2020-07-29,Office Supplies,Pens,West,Home Office,412.61,7,126.82,0.0
ORD-002278,2020-07-29,Office Supplies,Binders,Central,Corporate,359.41,8,86.2,0.15
ORD-002279,2020-07-29,Technology,Phones,Central,Corporate,1849.14,2,545.36,0.0
ORD-002280,2020-07-29,Office Supplies,Paper,South,Corporate,449.12,2,100.89,0.15
ORD-002281,2020-07-29,Furniture,Chairs,East,Home Office,551.62,7,74.07,0.0
ORD-002282,2020-07-29,Technology,Accessories,West,Consumer,1734.18,5,268.12,0.0
ORD-002283,2020-07-29,Technology,Computers,Central,Corporate,848.32,6,251.74,0.0
ORD-002284,2020-07-29,Furniture,Bookcases,South,Consumer,1316.8,4,301.72,0.0
ORD-002285,2020-07-30,Technology,Computers,Central,Home Office,313.63,8,77.9,0.0
ORD-002286,2020-07-30,Office Supplies,Paper,West,Home Office,499.28,1,97.95,0.0
ORD-002287,2020-07-30,Technology,Computers,South,Home Office,499.46,4,157.26,0.15
ORD-002288,2020-07-30,Technology,Phones,West,Corporate,1230.74,6,408.06,0.0
ORD-002289,2020-07-30,Technology,Accessories,Central,Corporate,383.48,9,86.06,0.0
ORD-002290,2020-07-30,Furniture,Chairs,East,Consumer,1044.45,4,134.06,0.0
ORD-002291,2020-07-30,Furniture,Bookcases,Central,Corporate,1531.76,9,254.71,0.0
ORD-002292,2020-07-30,Furniture,Bookcases,West,Corporate,1518.59,5,212.81,0.1
ORD-002293,2020-07-30,Technology,Computers,West,Consumer,1919.18,4,470.12,0.0
ORD-002294,2020-07-30,Furniture,Chairs,South,Consumer,1405.42,2,419.19,0.0
ORD-002295,2020-07-30,Technology,Accessories,West,Home Office,2020.2,8,357.22,0.0
ORD-002296,2020-07-30,Furniture,Tables,Central,Corporate,611.31,5,163.31,0.0
ORD-002297,2020-07-30,Office Supplies,Pens,Central,Consumer,165.08,4,32.31,0.0
ORD-002298,2020-07-30,Office Supplies,Pens,West,Consumer,42.12,7,6.19,0.0
ORD-002299,2020-07-31,Office Supplies,Paper,South,Home Office,306.7,2,83.06,0.15
ORD-002300,2020-07-31,Office Supplies,Pens,South,Consumer,373.38,3,53.66,0.0
ORD-002301,2020-07-31,Furniture,Tables,West,Consumer,1268.36,1,269.78,0.1
ORD-002302,2020-07-31,Furniture,Bookcases,South,Consumer,54.17,5,9.19,0.0
ORD-002303,2020-07-31,Office Supplies,Binders,Central,Home Office,504.1,6,128.16,0.1
ORD-002304,2020-07-31,Furniture,Chairs,East,Corporate,987.72,6,338.47,0.0
ORD-002305,2020-07-31,Office Supplies,Pens,West,Home Office,286.99,5,49.5,0.0
ORD-002306,2020-07-31,Technology,Computers,East,Corporate,1142.62,5,202.51,0.0
ORD-002307,2020-07-31,Furniture,Bookcases,Central,Home Office,414.08,8,81.48,0.15
ORD-002308,2020-08-01,Technology,Phones,East,Consumer,1253.03,9,420.21,0.0
ORD-002309,2020-08-01,Technology,Accessories,West,Corporate,889.92,8,183.13,0.0
ORD-002310,2020-08-01,Furniture,Bookcases,South,Home Office,360.32,9,86.89,0.0
ORD-002311,2020-08-01,Technology,Accessories,Central,Consumer,499.69,4,101.59,0.0
ORD-002312,2020-08-01,Office Supplies,Paper,Central,Corporate,173.11,5,47.18,0.1
ORD-002313,2020-08-01,Technology,Computers,Central,Corporate,1384.99,5,375.14,0.0
ORD-002314,2020-08-01,Office Supplies,Pens,Central,Home Office,44.8,9,12.66,0.1
ORD-002315,2020-08-01,Furniture,Chairs,Central,Corporate,240.0,7,35.65,0.0
ORD-002316,2020-08-02,Technology,Accessories,Central,Corporate,683.43,1,154.89,0.0
ORD-002317,2020-08-02,Furniture,Tables,Central,Home Office,1171.67,7,232.03,0.0
ORD-002318,2020-08-02,Technology,Phones,South,Consumer,1114.31,8,275.48,0.0
ORD-002319,2020-08-02,Office Supplies,Pens,West,Consumer,19.81,6,3.12,0.0
ORD-002320,2020-08-02,Office Supplies,Binders,East,Consumer,475.42,2,157.67,0.1
ORD-002321,2020-08-02,Furniture,Tables,South,Consumer,1093.0,4,241.93,0.0
ORD-002322,2020-08-02,Technology,Accessories,South,Corporate,1857.4,1,208.58,0.0
ORD-002323,2020-08-02,Furniture,Bookcases,East,Corporate,279.22,7,74.93,0.0
ORD-002324,2020-08-02,Furniture,Bookcases,East,Home Office,1317.34,2,297.46,0.1
ORD-002325,2020-08-03,Technology,Computers,Central,Home Office,539.54,3,88.57,0.1
ORD-002326,2020-08-03,Technology,Accessories,East,Home Office,1364.38,1,371.25,0.0
ORD-002327,2020-08-03,Technology,Accessories,East,Corporate,1638.23,6,386.21,0.0
ORD-002328,2020-08-03,Office Supplies,Binders,South,Corporate,359.87,8,49.81,0.15
ORD-002329,2020-08-03,Technology,Phones,East,Consumer,1302.71,4,450.86,0.0
ORD-002330,2020-08-03,Office Supplies,Paper,Central,Consumer,416.34,5,134.13,0.0
ORD-002331,2020-08-03,Technology,Computers,East,Home Office,763.73,6,142.07,0.2
ORD-002332,2020-08-03,Technology,Accessories,Central,Consumer,518.04,2,134.43,0.15
ORD-002333,2020-08-03,Technology,Phones,East,Corporate,960.76,5,257.36,0.15
ORD-002334,2020-08-03,Technology,Phones,Central,Home Office,497.38,1,144.03,0.1
ORD-002335,2020-08-04,Furniture,Tables,West,Home Office,466.12,2,157.42,0.0
ORD-002336,2020-08-04,Technology,Phones,West,Corporate,217.9,5,52.79,0.0
ORD-002337,2020-08-04,Furniture,Tables,West,Consumer,1420.16,2,218.95,0.15
ORD-002338,2020-08-04,Office Supplies,Paper,West,Home Office,279.7,7,68.74,0.0
ORD-002339,2020-08-04,Technology,Accessories,South,Corporate,1028.85,7,205.87,0.0
ORD-002340,2020-08-04,Furniture,Tables,West,Corporate,791.86,8,176.44,0.0
ORD-002341,2020-08-04,Furniture,Tables,South,Corporate,729.45,8,183.4,0.0
ORD-002342,2020-08-04,Technology,Phones,East,Home Office,1239.92,8,242.94,0.0
ORD-002343,2020-08-04,Technology,Accessories,East,Corporate,1912.38,8,364.43,0.1
ORD-002344,2020-08-04,Furniture,Tables,South,Consumer,1105.97,9,149.5,0.15
ORD-002345,2020-08-04,Office Supplies,Binders,East,Corporate,19.07,3,3.64,0.0
ORD-002346,2020-08-04,Technology,Accessories,West,Home Office,1040.55,2,112.33,0.0
ORD-002347,2020-08-04,Office Supplies,Binders,East,Home Office,192.16,7,41.02,0.1
ORD-002348,2020-08-04,Office Supplies,Pens,Central,Consumer,15.0,3,4.19,0.0
ORD-002349,2020-08-04,Technology,Accessories,West,Consumer,1040.7,1,332.46,0.2
ORD-002350,2020-08-04,Furniture,Tables,Central,Consumer,1029.62,3,290.29,0.1
ORD-002351,2020-08-04,Office Supplies,Paper,South,Corporate,487.27,7,53.99,0.0
ORD-002352,2020-08-05,Office Supplies,Pens,East,Consumer,155.33,8,26.9,0.0
ORD-002353,2020-08-05,Technology,Phones,East,Home Office,1619.95,3,383.29,0.0
ORD-002354,2020-08-05,Technology,Accessories,West,Corporate,1140.11,7,230.17,0.0
ORD-002355,2020-08-05,Furniture,Bookcases,West,Home Office,428.68,9,138.42,0.0
ORD-002356,2020-08-05,Office Supplies,Paper,West,Home Office,378.34,3,130.45,0.0
ORD-002357,2020-08-05,Technology,Phones,South,Home Office,1139.13,9,173.8,0.0
ORD-002358,2020-08-05,Office Supplies,Pens,South,Home Office,484.59,5,111.9,0.0
ORD-002359,2020-08-05,Office Supplies,Binders,South,Corporate,240.45,2,31.6,0.0
ORD-002360,2020-08-05,Technology,Accessories,West,Consumer,912.19,7,149.96,0.0
ORD-002361,2020-08-05,Furniture,Tables,Central,Consumer,1119.7,1,216.51,0.1
ORD-002362,2020-08-05,Technology,Computers,East,Home Office,1470.74,1,408.18,0.1
ORD-002363,2020-08-05,Technology,Accessories,South,Home Office,639.02,2,177.43,0.2
ORD-002364,2020-08-05,Office Supplies,Paper,Central,Home Office,308.3,6,57.79,0.2
ORD-002365,2020-08-06,Furniture,Bookcases,East,Home Office,649.2,1,151.98,0.1
ORD-002366,2020-08-06,Technology,Computers,South,Home Office,1267.94,7,338.86,0.0
ORD-002367,2020-08-06,Office Supplies,Pens,West,Home Office,153.26,4,47.44,0.0
ORD-002368,2020-08-06,Technology,Phones,South,Consumer,796.33,2,93.11,0.2
ORD-002369,2020-08-06,Technology,Accessories,Central,Home Office,2068.78,4,324.96,0.0
ORD-002370,2020-08-06,Technology,Accessories,West,Home Office,584.11,4,189.89,0.0
ORD-002371,2020-08-06,Technology,Phones,West,Home Office,2038.51,8,381.46,0.15
ORD-002372,2020-08-06,Technology,Computers,East,Corporate,1395.9,7,201.52,0.0
ORD-002373,2020-08-06,Office Supplies,Pens,West,Consumer,300.02,4,80.18,0.15
ORD-002374,2020-08-06,Technology,Computers,South,Home Office,734.56,9,106.99,0.1
ORD-002375,2020-08-06,Furniture,Bookcases,West,Corporate,652.03,6,124.24,0.1
ORD-002376,2020-08-06,Office Supplies,Binders,East,Home Office,172.69,5,59.01,0.1
ORD-002377,2020-08-06,Office Supplies,Paper,South,Consumer,143.98,1,27.44,0.0
ORD-002378,2020-08-06,Technology,Phones,Central,Corporate,1662.3,1,562.94,0.0
ORD-002379,2020-08-06,Technology,Accessories,South,Corporate,2013.59,9,600.56,0.2
ORD-002380,2020-08-06,Furniture,Tables,South,Consumer,878.32,7,128.86,0.1
ORD-002381,2020-08-06,Furniture,Chairs,South,Corporate,667.11,9,226.68,0.0
ORD-002382,2020-08-07,Office Supplies,Paper,South,Corporate,249.36,5,64.33,0.0
ORD-002383,2020-08-07,Office Supplies,Paper,East,Consumer,375.61,9,126.0,0.1
ORD-002384,2020-08-07,Office Supplies,Paper,Central,Consumer,214.0,3,59.94,0.15
ORD-002385,2020-08-07,Office Supplies,Paper,Central,Corporate,515.83,3,52.95,0.15
ORD-002386,2020-08-07,Furniture,Tables,West,Consumer,376.63,7,75.17,0.0
ORD-002387,2020-08-07,Furniture,Chairs,West,Home Office,660.82,3,169.24,0.1
ORD-002388,2020-08-07,Office Supplies,Binders,West,Home Office,150.07,5,46.29,0.0
ORD-002389,2020-08-07,Furniture,Tables,West,Consumer,102.45,9,21.31,0.0
ORD-002390,2020-08-07,Furniture,Bookcases,Central,Corporate,1020.28,5,251.57,0.1
ORD-002391,2020-08-07,Office Supplies,Pens,West,Consumer,293.81,7,69.52,0.0
ORD-002392,2020-08-07,Furniture,Bookcases,Central,Corporate,735.1,6,196.58,0.0
ORD-002393,2020-08-08,Office Supplies,Pens,South,Consumer,251.32,6,62.65,0.0
ORD-002394,2020-08-08,Furniture,Chairs,East,Home Office,1386.35,9,439.31,0.0
ORD-002395,2020-08-08,Technology,Accessories,South,Corporate,429.62,8,114.28,0.15
ORD-002396,2020-08-08,Furniture,Chairs,West,Corporate,582.49,6,158.21,0.0
ORD-002397,2020-08-08,Technology,Accessories,West,Corporate,1478.7,3,276.36,0.0
ORD-002398,2020-08-08,Office Supplies,Pens,East,Corporate,443.1,7,147.58,0.0
ORD-002399,2020-08-08,Furniture,Tables,Central,Consumer,405.37,9,94.2,0.1
ORD-002400,2020-08-08,Office Supplies,Pens,West,Home Office,173.2,6,49.7,0.0
ORD-002401,2020-08-09,Furniture,Chairs,Central,Consumer,341.41,8,103.71,0.15
ORD-002402,2020-08-09,Office Supplies,Paper,West,Home Office,312.34,1,97.16,0.1
ORD-002403,2020-08-09,Furniture,Bookcases,East,Home Office,670.11,5,138.39,0.15
ORD-002404,2020-08-09,Furniture,Bookcases,South,Home Office,871.3,9,165.04,0.1
ORD-002405,2020-08-09,Technology,Computers,Central,Corporate,1190.01,9,264.42,0.0
ORD-002406,2020-08-09,Technology,Accessories,West,Home Office,474.24,8,59.89,0.0
ORD-002407,2020-08-09,Office Supplies,Paper,Central,Consumer,337.53,7,64.65,0.1
ORD-002408,2020-08-09,Technology,Accessories,West,Consumer,1192.92,8,363.09,0.0
ORD-002409,2020-08-09,Furniture,Chairs,West,Corporate,304.53,7,66.77,0.15
ORD-002410,2020-08-09,Furniture,Tables,Central,Consumer,1491.27,4,282.94,0.0
ORD-002411,2020-08-09,Office Supplies,Paper,South,Consumer,407.97,6,107.37,0.0
ORD-002412,2020-08-10,Office Supplies,Paper,East,Home Office,293.59,5,82.02,0.1
ORD-002413,2020-08-10,Office Supplies,Binders,South,Consumer,33.12,2,5.05,0.1
ORD-002414,2020-08-10,Office Supplies,Pens,South,Consumer,442.34,2,95.36,0.15
ORD-002415,2020-08-10,Technology,Computers,Central,Home Office,234.61,9,23.67,0.1
ORD-002416,2020-08-10,Technology,Computers,East,Consumer,324.56,4,73.34,0.0
ORD-002417,2020-08-10,Technology,Accessories,East,Corporate,1096.96,2,368.1,0.0
ORD-002418,2020-08-10,Furniture,Chairs,West,Home Office,917.29,5,193.49,0.1
ORD-002419,2020-08-10,Office Supplies,Binders,East,Corporate,313.42,4,45.76,0.2
ORD-002420,2020-08-10,Office Supplies,Paper,East,Home Office,491.44,1,144.26,0.0
ORD-002421,2020-08-10,Technology,Phones,East,Corporate,588.73,2,94.55,0.0
ORD-002422,2020-08-10,Furniture,Tables,West,Consumer,957.54,4,273.92,0.1
ORD-002423,2020-08-10,Technology,Accessories,West,Corporate,405.89,5,106.95,0.0
ORD-002424,2020-08-10,Office Supplies,Pens,Central,Corporate,448.09,7,118.28,0.15
ORD-002425,2020-08-10,Technology,Accessories,East,Corporate,1901.07,1,252.1,0.1
ORD-002426,2020-08-10,Office Supplies,Paper,West,Corporate,202.24,4,34.89,0.2
ORD-002427,2020-08-10,Technology,Phones,Central,Home Office,1907.86,5,336.34,0.0
ORD-002428,2020-08-11,Office Supplies,Binders,South,Corporate,329.34,7,37.49,0.1
ORD-002429,2020-08-11,Furniture,Chairs,East,Home Office,460.55,8,55.63,0.0
ORD-002430,2020-08-11,Furniture,Bookcases,South,Consumer,1462.58,8,252.07,0.1
ORD-002431,2020-08-11,Technology,Computers,West,Corporate,741.74,3,183.66,0.0
ORD-002432,2020-08-11,Office Supplies,Paper,West,Corporate,430.32,9,83.32,0.2
ORD-002433,2020-08-11,Technology,Phones,West,Consumer,684.72,6,152.33,0.0
ORD-002434,2020-08-11,Technology,Phones,West,Corporate,718.29,3,153.57,0.0
ORD-002435,2020-08-11,Furniture,Tables,Central,Consumer,269.58,3,29.47,0.1
ORD-002436,2020-08-11,Technology,Accessories,Central,Consumer,510.94,1,171.06,0.15
ORD-002437,2020-08-11,Technology,Computers,East,Home Office,1451.76,4,375.07,0.0
ORD-002438,2020-08-11,Technology,Accessories,West,Consumer,1346.07,6,171.12,0.0
ORD-002439,2020-08-11,Furniture,Bookcases,East,Corporate,467.15,2,103.97,0.15
ORD-002440,2020-08-11,Office Supplies,Pens,Central,Corporate,113.69,9,22.6,0.2
ORD-002441,2020-08-12,Furniture,Bookcases,West,Home Office,1048.62,5,249.25,0.0
ORD-002442,2020-08-12,Technology,Computers,East,Home Office,1424.74,1,401.26,0.1
